User,Bio,Country
felix-englund,,sweden
iain.scot,,united-kingdom
felix-h1,,germany
richard_a5,,united-kingdom
iain.rau,,united-kingdom
iain.paters,,australia
felipe-tome1,,brazil
richard_deeb,,united-arab-emirates
pavlos.poutos,,greece
fedir-ted.martynov,,ukraine
richard_laud,Loving wine - and preferably drinking just the good stuff ,new-zealand
mike_newell1,,united-states
richard_kay2,,united-kingdom
pawarut.nasongkhla,,thailand
fedor.sukharev,,russia
fedor.susov,,russia
john.desid,,united-states
pawe-l,,poland
ian-hawke,,united-kingdom
fei-xiang.woon,,singapore
richard_io,,netherlands
richard_ingham,,united-kingdom
feikeb,,united-kingdom
pawe.gr,Partner at www.poWINOwaci.pl probably the best Polish photo-wine blog ever.,poland
mike_pan,"I used to think good wine had to be $80/bottle minimum.  Now, I know better. ",united-states
john.dema-ala,,canada
richard_lea,,united-states
felipe-prag,,united-states
federico_ferna,,united-kingdom
julie-haf,,united-states
richard_morgan6,,united-states
nash.z1,"Exploring the world of 🍷 wine.
Love Malbec  

Бојша",republic-of-serbia
richard_montgomery,,united-kingdom
john.dascalu,,romania
federico.merco,,italy
richard_milli,,australia
julie-gaul,,united-states
ian-litt,,united-kingdom
paw-nopajaree.wattananukit,,thailand
paw_la,cowboy writer dreamer wine enthusiast,thailand
john.dekam,,canada
federico.tuda,,sweden
ian-hughes,,united-states
federico.viarnes,,argentina
ian-hai,,united-arab-emirates
julie-brooks1,,united-kingdom
ian-gibso,,united-kingdom
pawel-fras,,poland
felicity.johnson,,united-kingdom
felicity.mcwilliams,,united-kingdom
richard_frie,,united-states
john.dowdi,,france
felipe-bril,,united-states
ian-brown20,,united-kingdom
mike_sle,,united-kingdom
felipe-de-souza1,In vino veritas!!,brazil
felipe-def,Maestro Cervecero y beer Sommelier. Apaixonado por uma boa gastronomia e vinhos!,united-states
julianoacasa,,brazil
pawel.chelchowski,,poland
felipe-fru,,poland
ian-armstrong2,,united-kingdom
ian-archer,,united-kingdom
juliano.van,,brazil
felicity.graetz,,australia
richard_fry,,united-kingdom
pawel.be,"Wineimporter Italy. Eco/biohappy, but taste comes first.
Non industrialist.",sweden
pawel-p8,,poland
felicef,"I love white wines from Alsace and Germany, and reds from California and Italy!",united-states
mike_phe,,united-states
richard_hers,,united-kingdom
felicia-hu,,germany
ian-finla,,united-kingdom
pawel-lewa,,poland
narreh.ghazarians,,singapore
richard_gli,,sweden
julie-behr,,united-states
john.dime,,united-states
ian-collett,,united-kingdom
ian-clok,,united-kingdom
felicia_n,,united-states
john.doe223,,poland
ian.kensington,,spain
julie.bows,,canada
ian.ker,,canada
rick.bartl,,united-states
fabrice_su,,united-kingdom
ianfav,Wine connoisseur in training! An Australian with a love of good wine and gourmet BBQs.,australia
fabriciag,,brazil
fabricio-carneiro1,,united-states
iandavies13,,united-kingdom
ianbaker6,,australia
ianash1,,united-kingdom
natalia.brzozowska,,poland
fabricio-oliv,,brazil
paulo_neve,,brazil
ian_wild,,united-kingdom
john-zag,,united-states
ian_thoma,,united-kingdom
ian_thom,,united-kingdom
fabricio.carias,,united-states
fabrice_durand1,,france
paulo_de-fr,,south-africa
mike.zad,,canada
fabrice.fiteni,,united-kingdom
ianprice2,,united-kingdom
julie.rogers,,canada
john-wilkins5,,united-kingdom
rick.chev,,united-kingdom
fabioprado4,,brazil
fabiox,,brazil
ianmills3,,united-states
fabrai,,spain
ianmckay,,united-kingdom
paulo.teixeira22,,portugal
rick.bobinski,,united-states
ianjones21,,united-kingdom
paulo18,,brazil
john-wilson26,,united-states
julie.pow,,united-states
ian_taylor12,,united-arab-emirates
fabricio.rigotto,"International Executive and French Wine Scholar Undergraduate, Rhone enthusiast",brazil
fabrizia.cl,,malta
fabrizio-crocetta,,italy
ian_mak,,hong-kong
julie.mcadam,,united-states
fafc3c84b80343ea14f2382ae09d31fc,,netherlands
mike_b17,,united-kingdom
paulp17,,united-states
john.amanda,,canada
ian_king,,united-kingdom
fai-c1,"Vivino since Sep 2019 HK 🍇🍷🍾🥂  🏅100🏅
🥇99-90🥈89-70🥉69-50💸49-30☣️29-10",hong-kong
rick-p,,australia
ian_kal,,canada
rick-o,,canada
john.armitage,,united-kingdom
pauls.ozolins,,latvia
fai.mokwachara,,thailand
mike_baker9,,united-states
fae12b39e8e5404e85da436a60e77943,,canada
ian_marc,,portugal
ian_mcew,,united-kingdom
ian_pud,,united-kingdom
natalia-volo,Winelover,united-arab-emirates
paulocruz8,,brazil
fabrizio-crot,,italy
ian_rowland,,united-states
ian_rogers,,united-kingdom
mike181,,united-states
ian_pow,,united-kingdom
ian_miller13,,canada
rick-sell,,united-kingdom
ian_potts3,,new-zealand
julie.minkkinen,,united-states
natalia-sofiam,,puerto-rico
facundo.oz,,argentina
pauloreis26,,portugal
rick.flaksman,,united-states
fabioh2o,,italy
fairhb,,united-states
rick.leit,,canada
fabio-had,,brazil
mike.wie,,united-states
fabio-n.i,,switzerland
julie.ten1,,ireland
ida-l1,,finland
natalia.kiss,,united-states
julie.tab,,united-states
john-varty,,united-kingdom
paulo.braid-jr.,,brazil
ich_bin3,,germany
paulo.comarin,,japan
julie.sturza,,united-states
fabio.chiod,,switzerland
iceee,,united-states
fabio.cil,,brazil
fabio-gregorio,,brazil
ida-lindgren,,sweden
julie.ryder,,united-kingdom
rick.levitan,,united-states
paulo-marcos2,,brazil
fabien.laurente,,france
john-tuc,,united-kingdom
paulo-ouki,,brazil
ida.rutanen,,finland
rick.lolli,,united-states
ida.lan,"My shirt is red and therefore I like wine, ok",denmark
ida.horner,,united-kingdom
ida.giv,,united-states
ida.aguilar,,sweden
ida-sofie.johnsen,,norway
ida-nilsson2,,sweden
fabio-ak,,south-africa
fabio-alexandrep,"A Wine 🍷🥂🍾 Lover, getting skills and learning about new Wines daily! Cheers 🍷🍇🍷",brazil
julie.tsarfati,,israel
fabio.cunha1,,brazil
natalia.gonz,,canada
natalia.ge,,poland
fabio.golles,,austria
rick.graumann,,canada
john-wellington,,united-kingdom
john-whelan5,,ireland
paulo.paly,,brazil
iara-d,,brazil
natalia.dyer,,united-states
john-wice,,canada
john-wickh,,united-kingdom
fabio_win,"Cancer Researcher.
Certification EDV Ecole du Vin de France 2012.",japan
ianwold,,united-states
paulo.r,,brazil
paulo.ramin,"Douro River Valley, probably the most beautiful place in the world where wine is made",portugal
rick.gausche,,united-states
paulo.riva,,peru
iant8,,united-kingdom
paulo.moraes6,,united-states
rick.greener,,united-states
mike.younk,,united-states
julie.soalheiro,,portugal
john-walte,,united-states
fabio.jonathan,Le Cordon Bleu Wine Diplome,indonesia
rick.how,Wine wholesaler,united-states
paulo.ferreira45,,portugal
iboia,,romania
rick.hough,,united-kingdom
paulo.joao-costa,,canada
rick.hak,Hotel management student,netherlands
ibby.lowery,,united-states
iban-ce,,united-states
ibaij,,spain
fabio.romera,,portugal
fabio.schet,,brazil
mike.wri,,united-kingdom
faike,,turkey
faisal-m,,canada
ian.land,,south-africa
fatchi.dadji,,switzerland
fate-rosen,,denmark
richardwoods2,,united-kingdom
ian.palmer6,,spain
pavel-luz,,russia
john.bisco,,united-states
ian.ok,Working in the Wine Trade. Always an eye out for a something new.,ireland
fatih-unsal,,turkey
john.blady,,united-kingdom
mike_de-beer,,south-africa
julie.gage,,united-states
natacha.wenger,,united-states
richardto1,,hong-kong
ian.nie,,canada
pavel-sup,,poland
pavel-zel,,czech-republic
pavel-lom,,spain
ian.pennell,,united-kingdom
ian.sherl,,united-kingdom
richelle-bo,,united-kingdom
julie.grasse,,united-states
julie.goranova,,ukraine
pavel-ali,,italy
ian.she,Totally uneducated wine drinker all thoughts are my own but would like to learn more.,united-kingdom
ian.senge,,united-states
ian.rub,,canada
pavel-fedorov1,,russia
john.bertel,,aland-islands
pavel-kal,,russia
farrell,,united-states
richellm,Wine Lover,finland
richelle-ziebarth,,united-states
natal-ia.kiseliova,,russia
john.bia,,canada
ian.plug,,netherlands
john.blakey,,united-kingdom
julie.ebenhack,,united-states
mike_dillon1,,united-states
richardsmith14,,united-states
fawn_b,,united-states
richardrichard26,,united-states
nat_za,,latvia
richardphillips20,,canada
fay.bidlack,,united-states
nat_vo,,united-kingdom
julie.cono,,united-states
ian.macdonal,,united-arab-emirates
fay.y,,taiwan
nat_oliveira,,portugal
julie.christiansen1,,norway
ian.lyons,,united-kingdom
ian.lorum,,canada
ian.lockervie,,canada
richardot,,thailand
fawaz.rob,,bangladesh
mike_fel,"Foodie, traveller and wine lover",switzerland
ian.martin19,,ireland
fausto-luca,,brazil
ian.morto,,united-kingdom
julie.donnelly,,united-states
faustina5r,,ireland
pavel.burg,,czech-republic
fausto-cun,,united-kingdom
ian.mclarty,,united-kingdom
pavel.busy,,russia
ian.maures,,united-states
fausto.braschi,,denmark
mike_el,,united-states
john.bop,,united-states
ian.mayh,,united-kingdom
fausto.zuzarte,,brazil
john.bosti,,united-states
farqf,Love of great food and wine. Obsessed with truffles!,australia
john.belly,,united-states
natalia-kuzm,,russia
natalia-glinka,,poland
ian_chandler1,,united-kingdom
john.b27,,united-kingdom
julie.kav1,,canada
familia.romero,,united-states
rick-burns1,,australia
ian_calla,,united-kingdom
rick-brewe,,united-states
family_m,,united-states
famousm,,united-states
ian_burns2,,canada
fan-.qi-teng-,,japan
julie.janak,,united-states
ian_brou,,united-kingdom
paulvdborn,"Bordeaux, pour toujours dans mon cœur.",netherlands
paulwels0,,netherlands
pauluzzz,,spain
john.axw,"I love anything Chardonnay, the bigger the better. A big fan of South Africa too",united-kingdom
mike_coombes,,united-kingdom
julie.krut,,russia
pault15,,united-states
ian_field2,,united-kingdom
julie.maniez,,france
rick-hopk,Advertising Creative Director and French Tourism Specialist,new-zealand
julie.ludington,,united-states
rick-hamil,,united-kingdom
mike_benn,,united-states
ian_edwards8,,south-africa
falco.van-meijeren,,netherlands
ian_edw,,united-kingdom
paultan6,,singapore
julie.langl,,united-states
fallan.bain,,canada
paultaylor23,Wine - life in a glass!,australia
mike_bode,,netherlands
mike_brun,,united-states
fangshu.he,,singapore
natalia-artemenko,,poland
natalia-alen,,russia
ian.surcouf,,united-kingdom
richie_her,,mexico
richie_ha,,ireland
farhaa,,brazil
farhan.mohamed,,canada
john.bayeux,,united-states
richie_bee,,united-kingdom
richie.silk,,united-kingdom
richie.seddon,,united-kingdom
mike_clancy1,,ireland
richie.lei,,united-states
farina.broadley,,united-kingdom
john.beasa,,united-kingdom
ian.spark,,united-states
richie.gill,,united-kingdom
john.battaini,,united-states
ian.taylor24,,south-africa
paulyb,,united-states
mike_c2,,mauritius
mike_burley1,,united-kingdom
ian.watkins,,united-kingdom
john.balog,,united-states
fanie.terblanche,,namibia
ian.wallac,,united-states
richv1,,united-states
julie.hildyard,,united-kingdom
paulwilliamson1,Former restaurant owner & now technology sales leader in SF always up for some vino,united-states
mike_camacho,,puerto-rico
faradayl,,united-kingdom
paulwilliams22,,united-states
farah-sha,,united-states
ian.van-delft,,united-kingdom
mike_cassidy,,united-kingdom
maaike_de-k,,netherlands
kevin.meighan,,united-kingdom
dennis-j1,,united-states
tim.kennedy,,united-states
bebeab,,spain
tim.snow,,canada
mark.lord,,united-states
becca-long,,united-states
becca-thompson,,united-states
becca-west,,united-states
tim.seyf,"Host of Zavtracast, the most popular gaming podcast in Russia.",russia
lo-la11,,united-states
becca.brenchley,,united-kingdom
becca.coughlan,,ireland
tim.schd,,austria
mark.mackowski,,united-states
tim.rowkins,,united-kingdom
mark.malu,,united-states
becca.no1,,united-states
lm.buenischke,,united-states
becca.powell,,united-kingdom
lm.b1,,united-states
tim.r8,,australia
becca_sch,,united-states
lloyde,,united-states
becci.stubbs,,united-kingdom
lloyd_s,,united-kingdom
mark.limchoa,,philippines
beau.willison,,united-states
tim.stride,,united-kingdom
beatriz.arau,,united-kingdom
beata.piz,,poland
beata.tou,,united-states
tim.wessl,,germany
mark.krani,,united-kingdom
beate-er,,norway
beate.sifkovits,,united-arab-emirates
logan-wi,,united-states
beatrice.allnutt,,united-kingdom
logan-pot,,united-states
mark.laflamme,,canada
beatriz.da,,united-states
beau.taylor,,united-states
logan-choi,,korea-south
tim.van-de-grift,,netherlands
beatriz.marque,,united-states
loekz,,netherlands
beatriz_bento,,portugal
loek.van-s,,netherlands
beau-st,,united-states
tim.tov,,united-arab-emirates
mark.lenz,,united-states
mark.liberson,,united-states
tim.pickrell,,united-kingdom
lloyd_dav,,united-states
lloyd.van,,united-kingdom
tim.macdo,,united-states
lloyd-mac,,canada
becky.feilders,,canada
becky.higgins,,ireland
becky.hild,,united-kingdom
becky.keen,,united-kingdom
tim.mcsh,,united-kingdom
mark.meeki,WSET level 3 wine enthusiast.,united-kingdom
tim.mcmanmon,Just a simple Redneck from the Northern Country drinking some wine on a dime! ,united-states
tim.mckague,,canada
mark.millar,Nothing like a glass of good red wine shared with likeminded friends!,mozambique
becky.to,,united-states
becky.birchall,,united-kingdom
becky.toms,,united-kingdom
tim.lon,Wine,united-states
becky.wic,,united-states
llcool.joe,,ireland
mark.moret,"San Carlos, CA",united-states
tim.lab1,,new-zealand
becky_you,,united-states
ljubisa.savic,,republic-of-serbia
becs-p,,united-kingdom
ljmz,,finland
mark.mcl,,united-states
tim.molloy1,Life is too damn short to drink bad wine! ,united-states
becim,,united-states
lloyd.key,,united-kingdom
becj,,australia
tim.pag,,switzerland
lloyd.tredell,,united-kingdom
beck_h,grape juice enthusiast ,united-states
becka.geeger,,united-states
becka.w,,canada
becki.iverson,,united-states
becki.kremer,,united-states
tim.o-rourke1,,canada
tim.nye1,,united-kingdom
tim.north1,,australia
tim.monnin,,united-states
becky-broe,,united-kingdom
tim.needh,,united-kingdom
becky-davi,,united-states
tim.muz,,united-states
becky-jordan,,united-states
lloyd.dickerson,,spain
lloyd.brothers,,canada
lloyd.bec,,south-africa
becky-zie,,united-states
becky.aicher,,united-states
beata.gladysz,,united-kingdom
logan.galbreath,,united-states
tim.woodso,,united-states
tim_mcclure,,united-states
baz.st,,united-kingdom
tim_o-brien6,,united-states
tim_nelson1,,united-kingdom
bb00c34f2d23de8072b1888ce07b4d16,,united-states
tim_mueller1,,united-states
tim_mclaughlin,,canada
bb5cd51a4740e7f75ff1ebb0cd40fd4f,,brazil
mark.ilb,,south-africa
tim_mcdon,,united-states
lokk.ruben,,armenia
bb7e9372ba2386f2b9505e4ad4832da0,,denmark
baz.mc-c,,ireland
bba07126f023795ce9b3a0ef0049a7f2,,united-kingdom
tim_lep,,united-states
mark.inskip,,united-kingdom
loisp2,,united-states
bbqhawks,A pilot wife ✈️ & her tech guy. Follow our🍷travels around the 🌎🌍🌏,united-states
bc.lee,,korea-south
lois.kay,,united-states
lois.ham,,united-kingdom
bc3eee47e5f03c35d13dd15873906f86,,united-states
lois.b,,singapore
tim_paul3,,canada
baz.br,,united-kingdom
bc82d4f59a18aac9eb719b0e9bf91932,,canada
mark.hodso,,united-kingdom
basilioskilzi,CMS Certified Sommelier. Worked alonside the best chefs in Florida.,united-states
basingstone,A good book and a glass of excellent wine,united-kingdom
timblack5,,ireland
timbeck3,,united-kingdom
timbe,,finland
bast.ignz,,france
bastiaan-nottrot,,netherlands
bastiaan.bar,,netherlands
tima.dehghani,,united-states
mark.hipsey,,united-kingdom
bastiaan.ry,,south-africa
bayer.62,,singapore
bastian_ja,,united-kingdom
tim_tho,,united-states
lola_s,,united-states
bat.mies,,finland
batbayar.mendsaikhan,,mongolia
batman.kazhanov,,ukraine
tim_schroeder,,philippines
batuhan.besler,,turkey
bauwdyna.van-haver,,belgium
tim_raym,,south-africa
tim_higgins4,,united-states
bcad98ec88361d9928013ef98046d5c4,,united-states
tim.wool,,united-states
mark.kirkw,,united-kingdom
mark.kiermayer,,germany
tim_bria,,switzerland
bea-trice3,,united-states
tim_bradford,,united-states
tim_boc,,united-states
logan_kent,,united-states
bea.mag,,united-kingdom
tim_beec,,united-states
tim_beck,,united-kingdom
beachesandbrunello,"A Euro-American Lifestyle of Travel, Wine and Food",germany
logan.pot,,united-states
be6d2dbd9a63c8d479e4631fd147d4eb,,united-states
logan.mehalic,,united-states
logan.kimi,,new-zealand
bearsnotebook,IG: @bearsnotebook / @bearsnotebookmedia,south-africa
tim.zu,Follower of the Pinot Noir Religion,germany
beasty.williams,,united-kingdom
beat-we,,switzerland
beat.g,I love life wine cigar music and people,switzerland
beat.kundig,,switzerland
logan.haddock,,united-states
beata-kam,,ireland
be83adcaeac744ea5cc05a71e2a33c9e,,belgium
be63dfa3586ebedc30b0f197660f65ce,,ukraine
tim_haz,,united-states
bdc661d4a6855b310821bd61b18b2e82,,united-states
mark.janzen,,united-states
bce73701c59952e066882ba21ec04ea3,,united-states
tim_h7,,netherlands
mark.johnson8,,united-kingdom
lois-lam,,united-states
bd313e48e857044e95f6f5e5f8bee537,,united-kingdom
bd5247b32e13771b09d6eaca94368b07,,united-states
bdb96301a5898c3150779f737d9a289e,,united-states
mark.kald,,united-states
loic-jacquet,,canada
bdc868068bce3d8eedeefb06ba0363c4,,spain
be50c228a556d662e131e7142556bf6b,,united-states
bdd13899fbc06e508ea6aeee9e9ea190,,united-kingdom
loi.n,,viet-nam
bdf1a2f275cb3dbbf8dc9839f42eca30,,united-states
bdr,,netherlands
be-kym,,united-states
mark.kandrack,,united-states
be08d890a81a0d0ee31a671983d1e97d,,australia
tim_cox3,,united-states
be2f9b7eeb58d978f9c1cd4ee8b47aba,,united-states
be491fa8d525f0dafb4f09fb3f1ead16,,canada
bede.ashby,,new-zealand
lj_c,,united-states
mark.hickf,,united-kingdom
lj.steeb,,united-states
liz_mo,,united-states
ben.bed,,united-states
ben.beesley,,united-kingdom
ben.belair,,united-states
liz_hos,,united-kingdom
ben.berna,,sweden
mark.radc,,united-states
liz_edm,,canada
ben.bogliacino,,belgium
ben.bohr,,united-states
mark.raff,,united-kingdom
tim-kry,Karen and I enjoy the journey and experience of learning about wine!,canada
tim-kru,Buy - cellar - and drink.,united-states
ben.brosnahan,,united-states
tim-kit,,united-kingdom
ben.caballero,,australia
tim-jenki,,united-kingdom
mark.rende,,japan
tim-hus,,united-states
mark.rentzke,,ireland
liz.wielaard,,united-kingdom
ben.cooke2,Whistler based wino.,canada
